,texts,targets
1402,"Tem muito da minha intensidade na ansiedade. Tem muito da minha mente agitada, dos meus pensamentos que não param, da minha atenção em tudo e a todos: estou constantemente sentindo a adrenalina de ser sensível demais",0
11454,Gente suicídio não é brincadeira muitas pessoas sofrem de depressão ansiedade transtornos e quando você tá mal procura uma ajuda de um amigo eu tenho certeza que vai ficar muito feliz em te ajudar e eu sei que tem muita gente que sofre disso e eu sempre vou estar disposta a,4
8555,"Estudos comprovam que adolescentes que ouviram supercombo na infância,tem/ou vão ter depressão e ansiedade",3
1341,Oq a ansiedade ta fazendo comigo,0
4841,"@itsanalips Quando eu fazia terapia holística ela trabalhava com esses florais, lembro que um dia fui ver um desses específicos e de ansiedade era o que sempre tava em falta",1
1121,"Maioria dos casos, Agr vou falar uma história, eu desde de pequeno por volta dos 8 anos ""descobri"" q eu tinha ansiedade, mas segui minha vida normal... aos 14 anos, estava seguindo minha vida de estudante-adolescente, ent eu conheci uma garota, essa garota de alguma forma...+",0
3939,eu passei a minha adolescencia inteira evitando a minha familia e sentindo ansiedade só de ouvir a voz da minha mae e agora que eu arrumei altas paradas na terapia e consigo ter uma relação ok eu nao suporto ficar em casa por causa desse babaca bigodinho de charreteiro do caralho,1
11086,Crise de ansiedade bateu após assisti um episódio que rolou suicídio,4
13535,"Ansiedade, depressão e suicídio estão aumentando durante pandemia. Nosso país é o que mais registra casos de ansiedade e o 2° no ranking mundial de transtornos depressivos. Nossa comunidade não está fora dessa realidade e precisamos urgentemente priorizar a pauta da saúde mental.",4
9791,@Bernab00 Me vê dois shot de depressão e uma latinha de ansiedade fazendo favor,3
6316,"Fui assistir o bbb pra aliviar o estresse, acabei ganhando uma crise de ansiedade",2
2392,"N sei oq tá pior hj, se é o sono, ansiedade ou a dor de cabeça",0
8295,"@luzinhaper auto controle pra ansiedade, uso todo dia,  insonia, idem. ainda melhorou minhas práticas de meditação e foi excelente terapia apoio da depressão",3
1323,@nara_goomes Ansiedade e nervosismo que fala  #goNOISE #liganfa,0
5605,"minha crise de ansiedade tá foda,vai começar tudo dnv",2
13616,"vamos ver setembro chegar e AS MESMAS pessoas que tão fazendo meme com o kanye e rindo da sua saúde mental e do seu estado crítico psicológico vão fazer campanha contra depressão suicidio e ansiedade, eu tenho NOJO de vocês",4
10062,"""Vc é adolescente nao passa por nada ainda""  A claro Ansiedade Insônia  Depressão  Inseguranças Ilusões amorosas Antisocialismo  Ensino medio  Pressão pra perder bv e virgindade Desentendimento  Desemprego  Puberdade  Ata po desculpa ai adulto vivido",3
5653,tipo assim teve choro e crise de ansiedade? teve  mas no panorama geral eu n to tão ruim,2
2526,Entrar no twitter pra dizer que preciso usar menos celular Esse negócio é um veneno pra ansiedade,0
5703,"Eu não tô aguentando com essa crise de ansiedade. Quero gritar, pular, chorar e dormir ao mesmo tempo",2
11866,"Isso nunca vai acabar bem, e a probabilidade dela se afundar mais nessa insegurança e ansiedade é maior, e isso pode levar a casos bem mais pesados ao ponto de depressão e suicídio por não se sentir suficiente pro Mark, pq ela tá vivendo por ele, ela &gt;tem&lt; que viver por ela",4
10270,"as duas graves doenças da humanidade; 1° a ansiedade quando a pessoa fica ligada ao futuro, 2° a depressão quando ela se liga ao passado. e ela esquece de viver o único momento que existe que é a vida, é o presente.",3
4133,"consulta com o psicólogo marcada , agora é a hora que eu vo morre de ansiedade kkkkkk",1
9225,"ta tudo ok com a ansiedade e a depressão estava melhor, faz quase dois meses q nao vou ao psicólogo e so estou indo pro psiquiatra, eu nao posso ter outra crise",3
8787,"@jminsofxt Exatamente. Até porque acima dos artistas e cantores que são, eles também são Seres humanos, é essa pressão tão desnecessária que fazem neles podem levar eles a problemas piscicologicos pois a mídia, fãs, coisas e mais coisas desencadeia depressão é ansiedade em vários artistas.",3
6215,@mistakeforsheep @louieponto a crise de ansiedade batendo na cara,2
13693,E eu que nem precisei ver o monstro do bird box p tá induzida ao suicídio kkkkkkkkkkkk  cada k é um ataque nervoso acompanhado de muita ansiedade,4
5374,"@itshutakumi amg n tem isso de problema nao, eu sou deficiente mental, tenho depressao, ansiedade e msm assim nunca fiz esse tipo de atitude dela, ela precisa de terapia mas isso nao é desculpa de problema",1
9749,Faz 3 anos q eu tomo remédio pra depressão e pra ansiedade E ESSAS MERDA NUNCA VÃO EMBORA,3
4136,"@Bbang_woo eu tenho ansiedade, to fazendo tratamento c remédio, mas os sintomas tão piorando aí p n me intupir de remédio vou tomar chá",1
5429,"@Aluametraiu_1 O remédio tira a ansiedade e diz meu psiquiatra que libera hormônio pra da ""felicidade"" kkkkk  mas a diferença foi em relação a ansiedade obviamente",1
3457,vou contar tudo pra psiquiatra hoje que a ansiedade fez eu parecer o Paulo Leminski na madrugada,1
323,@antunesraphaa Quando chega na reta final parece que demora mais to sofrendo aqui de ansiedade tá,0
9622,@carolina_av Só quem tem ou ja teve ansiedade e depressão sabe o quão duro é conviver com isso,3
6318,tive uma crise de ansiedade tão forte na escola hoje que puta que pariu pensei que ia morrer,2
7035,"Acabei de ter uma crise de ansiedade, fazia tempo q eu não tinha, minha mãe mandou eu sair de perto dela pq ela não sabia lidar com isso 🥰🥰🥰🥰 e olha q eu tenho isso desde os meu 4 anos",2
10757,Nunca fiquei tão frustada né uma noite só.   Eu odeio ter ansiedade..eu odeio ter depressão,3
7123,crise de ansiedade vem aí,2
4511,"Tentando um bagulho que a Sandra têm me falado desde que eu comecei a terapia e que na última consulta ela falou bem direta: ""seja racional com a sua ansiedade""",1
5320,"@pedrynaveras Sei exatamente como é, reflexo da ansiedade né 😣 Só muita terapia pra resolver",1
7675,@jenogotico só eu que tenho medo de fazer isso e entrar em pânico por causa da ansiedade??,2
9724,Eu queria dar um soco nas pessoas good vibes que acham depressão &amp; ansiedade é só falta POSITIVIDADE na vida,3
13476,"@ErinEllerElliot São as mesmas pessoas que falam que adolescente com depressão e ansiedade é ""modinha"" e os transmeds que acreditam em transtrender.  Tw: suicídio  É capaz da pessoa se matar e ainda virem com ""tá mas era mesmo diagnosticado?? 👀""",4
2472,@Avengers Só vem! Ansiedade monstra!!!!,0
1072,@camilladelucas Ansiedade espancado... não consigo dormi,0
4304,"@ju_bitt Guria, tô desde o carnaval sem beber por conta do tratamento da ansiedade/depressão. Como tirei uma das medicações, acho que esse finde vai rolar uma cevinha aqui em casa 👀🙏🏻",1
11990,eu vi pai de gente que cometeu suicídio se perguntando o que fez pra aquilo ter acontecido mas quando o filho (a) tentou contar que tinha depressão ou ansiedade disse que era drama e coisa da adolescência em,4
9507,"@trajaza Ou vale a pena ou eu morro de surto, ansiedade ou depressão",3
4435,Investir em criptomoeda é a verdadeira prova de resistência e controle de ansiedade... Pra que terapia né? Kkkkkkkk compra bitcoin q tá TD certo,1
3822,como que eu falo pra minha mae que eu gostaria de ir em um psicologo pq eu realmente acho que tenho ansiedade social,1
9643,@beatrizlgb Engenharia da depressão e ansiedade,3
6548,"Nunca tive uma crise de ansiedade igual essa de hoje,saiu sangue do nariz garganta mds gente a que ponto eu tô chegando 😖💔",2
12539,"@raingiirll @LuPassos_ @mmanu_fr @amorelaaa @beauvouirs entenda NAO PASSA DO DIA PRA NOITE eu tenho depressão e transtorno de ansiedade já quis suícidio diversas vezes n fale como se eu n tivesse local de fala mas oq eu quero dizer é que tem q ser uma busca pelo bem da saúde mental  não um ""dia bom"" jesus problemátice",4
6296,É isso tá me dando gatilho de tudo que eu já passei nessa sociedade e agora to chorando e prestes a ter uma crise de ansiedade,2
3397,Meus pais acabaram de falar que minha psicóloga tá errada com o meu diagnóstico de ansiedade pois pra eles eu não sou,1
4337,eu sempre tento não falar desse assunto na terapia mas essa semana não vai dar mais pra fugir: minha dificuldade de manter conversas no whatsapp e semelhantes e como isso tem piorado minha ansiedade,1
4540,"@luide E se realmente for compulsão, procure um psiquiatra ou psicólogo para ajudar a tratar a ansiedade. Ninguém precisa ficar refém de alimento nenhum",1
2103,Ansiedade me mata essa noite é isso,0
8722,Tentando convencer a minha depressão e ansiedade a não me atacar agr 😭😭💔,3
5293,"só queria comprar meu remédio já faz mais de uns 5 meses que a minha psicóloga me recomendou e falou que eu tava tipo começando a ter ansiedade, agora fudeu nekk",1
4156,@leosaantos_ @capfriends SIM Hahaha mas a minha psicóloga super deixava eu ver e falava que se me ajudava na ansiedade era p ver mesmo ♥️,1
7015,to tentando resolver tudo na minha vida com camomila ultimamente  to com olheira? Camomila  quero clarear o cabelo? Camomila  crise de ansiedade? Camomila  eu sou feia? Camomila,2
1449,@brubitaa pior sou eu que minha ansiedade ataca meu estômago e estou a mais de 1 semana swm comer 🤡 so esperando o momento p ir p hospital,0
9613,"só querem me cobrar as coisas mas não perguntam se eu tô bem, traumas voltam, ansiedade ela só ameniza mas não passa, a depressão ent, mente vazia é um perigo.",3
994,"pra começar a semana bem: uma crise.... e lá vamos nós enfrentar ansiedade, tpm e semana de prova, além dos problemas da vida td junto. 🥲",0
6127,Crise de ansiedade essa hora,2
5318,"Fim de semestre sou só ansiedade, preciso REALMENTE de uma psicóloga pq se não fim de 2019 capaz de eu morrer surtada com o tcc",1
10481,acabei de sair do psiquiatra meu diagnóstico eh depressão interligada com ansiedade crônica e síndrome do pânico 😣😖😰😭😔😓,3
6487,Obrigada escola por você ser o motivo das minhas crises de ansiedade 😻😻,2
1382,Olá ansiedade!! Você por aqui de novo?,0
13322,"e me deixa muito feliz vendo gente que gosta do que eu escrevo, porque são histórias feitas para serem ~odiadas~ tudo que eu escrevo é sobre minha depressão, minha ansiedade, meus traumas e minhas tentativas de suicídio não é livro pra todo mundo",4
864,Ter ansiedade é horrível não aguento mais,0
5029,Foi uma terapia para superar o final de #OSegredoNaFloresta e vai ser outra pra controlar a ansiedade até dia 31/10. #OrdemParanormal #Desconjuracao,1
6451,"Só quero reclamar que as notas finais do IFRJ e da UFRJ já saíram e eu estou enrolando faz 1 semana pra ver essa merda Eu não quero me stressar Eu não quero ter crise de choro Eu não quero que minha ansiedade ataque Mas querendo ou não, eu tenho que ver os resultados",2
7429,"crise de ansiedade, aí vou eu...",2
11887,"Gente, vamos fazer quarentena de internet e rede social também? Ansiedade e desespero é tão mortal quanto os vírus 😨 inclusive as maiores taxas de suicidio ocorrem em momentos catastróficos",4
2936,"@volthen @MrLixoso Esse jogo é uma terapia pra ansiedade, muito bom mesmo",1
9653,@cicillha o óleo que tem a meta diminuir a ansiedade consegue fazer a gente esquecer a ansiedade e até a própria depressão porque quando for usá-lo só vai restar sentir pena por usar um bixo tao caro e pouco,3
9080,@arthurpicoli me segue adm por favor por favor mesmo tá todo mundo pedindo pra você me seguir tem gente que chora tem gente que morre me segue por favor eu tenho diabete corona miopia depressão ansiedade me segue por favor eu tenho asma pressao baixaa me salves,3
551,"ataques de ansiedade a esta hora, quem não adora.....",0
9106,aff quando eu me mudar eu vou kkk mae animais sao indicados para pacientes com ansiedade e depressão adivinha quem tem essas coisas ❓❓❓ vamos adotar temos um jardim!,3
7633,Crise de ansiedade fudida essa hora,2
11373,Eu fui diagnosticado com  TAG transtorno de ansiedade generalizada tomo medicamento graças a Deus venho me sentindo bem mas a ansiedade é considerado depressão a cidade que eu moro no sul de Minas tem um alto índice de suicídio infelizmente não tem psiquiatra  #MelhorDaTarde,4
10157,"O amor é um sentimento tão lindo né?  Insônia, decepções, choros, ansiedade, depressão e autoestima baixa... Uma decepção amorosa pode gerar tudo isso, e ainda coisas piores.",3
3046,Amo quando eu conto na psicóloga algo que pode acontecer e acontece ao longo da semana. Eu fico na ansiedade pra chegar segunda feira p contar tudo pra ela:  “MININA TU NUM SABE”,1
8826,"Se você conhece alguém que sofre de depressão e ansiedade, mostre que você realmente se importa com essa pessoa. Não existe coisa pior que está no auge da depressão e ansiedade, tendo crises de choro, sem ânimo e força pra nada, e não ter ninguém pra oferecer ajuda e um abraço.",3
3447,"@OhThatsABasebol @headcanonnnao Agere(age regression) é pra ser uma terapia completamente sfw, onde a pessoa usa de escudo de gatilhos, geralmente fazem quem tem depressão, estresse, ansiedade, trauma de infância, é algo que seria completamente errado se sexualisase",1
9419,"@livialaranjeira Em lugar tal, se uma pessoa sofre de depressão e ansiedade, ela tem que se preparar com antecedência pra que não faça o outro que está esperando de otário",3
8669,A pessoa tem ansiedade e depressão e vai para o bbb,3
10555,"@tiagoargo E pode ter certeza que se fizer exames mais da metade tem pressão alta, colesterol e outros problemas físicos de saúde .     mental então...  vai de ansiedade até depressão e paranoia.    ai eu digo q gente assim não devia estar trabalhando e o vilão sou",3
2240,"@matebsp @greengodict Ansiedade vem de várias coisas, preocupações excessivas, estresse. O café só piora a situação.",0
1511,Em um nível de ansiedade hoje fora do comum!,0
7960,É quando eu me sinto mais sozinha e minha crise de ansiedade e pânico ataca mais forte,2
11783,"@DavillaLorena7 Todas a vezes q eu me apaixonei eu tive crise de ansiedade, início de depressão e vontade de suicídio de tanto trauma",4
11453,"NAO compartilhem vídeos de suicídio ou coisas do tipo, isso é um puta gatilho pra pessoas que sofrem com depressão ou ansiedade... PAREM DE QUERER C APARECER FINGINDO QUE TEM ANSIEDADE OU DEPRESSÃO",4
2725,"Já acordei com a ansiedade atacando, q merda....",0
5585,Crises de ansiedade novamente... n desejo p ngm,2
9252,"@QUINZWL tudo. hoje em dia tenho muita ansiedade, de um jeito desproporcional, e sufocante. cheguei a ter paralisia do sono mês passado. só quem passa por essas coisas sabe o quanto é DIFÍCIL. sinto muito pela sua depressão mas saiba que qualquer coisa eu estou aqui se precisar conversar.",3
4669,"A psicóloga acha que encontramos o motivo da minha ansiedade na última semana, ainda não sei como lidar com essa revelação",1
9158,@Voufalarsoumav1 @AnimesCatolicos ''o LGBT está ligado à Depressão'' a maioria dos meus amigos são héteros e tudo sofre de depressão e ansiedade 🤡,3
12480,"Por que as pessoas só se importam com a depressão, ansiedade e suicídio no setembro amarelo? Saúde mental é pra se falar todo dia, toda semana, todo mês, não é só em setembro.",4
7618,"Exemplo disso foi a noite que meu pai se acidentou, eu fiquei loca uma crise de ansiedade absurda e ficava repetindo que algo ruim ia acontecer, no outro dia ele me liga e me fala",2
9023,"Gente pelamor! Parem de banalizar ansiedade e depressão. Ninguém vai conseguir diagnosticar por vt o que aconteceu com gil. Apenas respeito pela dor dele e pronto. Nem td é depressão e ansiedade. Saco isso! Parece o povo me dizendo ""ai eu tb tenho igual"". Affs #gil #FalandoDeBBB",3
2739,"Toma no cu, mó ansiedade pra esse jogo... Estou até sem fome pra jantar",0
5828,Essa avalanche de coisas só serve pra me deixar com crises de ansiedade,2
8656,o São Paulo Futebol Clube me causa depressão ansiedade gastrite gengivite dengue chikungunya doença de chagas peste negra conjutivite pneumonia diabete pressão alta pressão baixa bronquite asma doenças diarreia caganeira avc cancer cirrose risco de infarto risco de derrame aids,3
3422,"sofrer de ansiedade é muito ruim, gente. passei os dois últimos meses muito bem, daí pá: voltou esses dias.   preciso voltar pra terapia",1
1125,Até o dia do meu aniversário eu morro de ansiedade e a culpa vai ser do Marcos... juro pra vocês!!,0
3469,@HeloisaCalsini Seila.... eu não sei se é minha ansiedade pos ciclo ou a quarentena.... tô achando q qnd isso acabar vou ter q ir pra terapia,1
1292,NÃO DESEJO ANSIEDADE P NGM,0
9509,"Manoooo quem sofre de ansiedade procura um médico tem momentos que o sentimento de felicidade não bate em vc, vc acha que é o único nada pra vc tem sentido pior quando vira depressão tristeza profunda procure um médico se trate pprt eles irão te ajudar",3
7342,"@amandaramalhos @esquizofrenoias Apesar de ter acompanhado vc no Pânico durante anos, desconhecia seu Podcast. Parabéns! Tenho transtorno de ansiedade e Comecei a tomar medicamente no começo do ano. Pena que tem alguns efeitos colaterais. Mas só de não ter mais episódios de ansiedade, valeu a pena",2
1201,É uma ansiedade sem fim,0
11821,"seu filho teve depressão porque vc falou q ele não servia pra nada, sua sobrinha agora tem  trastorno alimentar porque a família disse q ela tá gorda, afilhada tem ansiedade pq se n for bem na prova apanha. E QUANDO UMA DESSAS PESSOAS TENTAR SUICIDIO VC QUER SABE O MOTIVO.",4
7047,Ontem eu tive uma crise de ansiedade Tão forte que parei no hospital e Deus colocou as melhores pessoas pra está do meu lado ...,2
11438,"ead volta segunda e eu não tenho mais estrutura, essas aulas acabaram comigo, aumentou minha insônia, comecei a ter crise de ansiedade, meu estresse foi pra níveis extremos, minha auto estima regrediu, fico múltiplas vezes mais deprimida e agora penso em suicídio com frequência",4
10630,@eumechamodenise Nem me fale. Por aqui dormir só com remédio. Depressão e ansiedade dominaram meu ano 😢,3
3540,"@beazoo Pois é, eu pago a psicóloga pra lidar com minha ansiedade, eu não vou ver série de gente ansiosa shskshsj",1
2539,"Quer furar quarentena? Faça isso, mas sabendo dos riscos PROS OUTROS. Mais zoado q isso é ficar postando stories dos rolezinho.  Primeiro que incentiva outros a fazerem e segundo que é um puta gatilho pra quem tá em casa sofrendo de ansiedade.",0
12496,"depressão não tem idade  ataque de pânico não é falta de deus  ansiedade não é brincadeira  doenças mentais não são frescuras  baixa autoestima n é só relacionado a aparência   tentativa suicídio n p chamar atenção   mano  se vc n sente, não julgue, n opine sobre o que não sofre",4
10931,"depressão e ansiedade não é frescura, isso vai destruindo a pessoa aos poucos e eu imploro que vocês não deixem pra se importar com alguém que tem esses tipos de problemas psicológicos quando for tarde demais",3
6633,minha mãe falando que eu não mantenho comunicação com ela sendo que quando eu tô morrendo no quarto tendo crise de ansiedade por coisas que a mesma sabe e faz conscientemente ela olha pra mim coloca as músicas dela e diz que não tá nem aí 😍👌,2
4817,@yorancomenta Olha sem querer farpar se vc sofre de uma ansiedade tão grande assim eu sugiro q vc vá a um psicólogo ou algo do tipo,1
8831,@kagsluvclub estou chorando descontroladamente  aq to tomando remedio de depressao ansiedade ejaculacao precoce nunca mais irei sorrir nunca,3
11239,"Bom dia, que seu dia seja incrível igual você!!  Sem crises de ansiedade  Sem tentativas de Suicídio  Sem baixa autoestima  VAMOS DEIXAR NOSSA QUARTA MARAVILHOSA",4
2080,"@dostmv5 @lucas_lima011 @Reikrauss Chega de passar pano pra esse time.. isso aí é lance pra tocar a bola porra.. isso é ansiedade de garoto crl.. Gustavo Henrique e Léo Pereira, não dá mais caralho.. São fracos porra, não dão uma qualidade na saída, lixos..",0
5201,"mano, hj eu vou ir jogar bola por recomendação da minha psicóloga pra minha ansiedade n ir lá pra puta que pariu, nunca imaginei que jogar bola fosse ter tanta importância na minha vida desse jeito",1
10470,Depois de Velho que começo a ter depressão e crise de ansiedade !!!,3
6239,expliquei pra minha avó que a crise de ansiedade é como um botão que dispara dentro da gente como q a gente estivesse em perigo agora toda vez que tenho crise ela fala “desaperta a porra do botao”,2
8170,"Vou ter um evento hoje e amanhã, eu to acabada da crise de ansiedade de ontem",2
6687,Se não for crise de ansiedade essa porra é um infarto,2
327,@QGdaAnitta VEM MARACANAÚ SE EU NAO MORRER DE ANSIEDADE ATÉ LA.,0
13211,"Mano o IQ é o lugar com maior índice de depressão, ansiedade e suicídio dos campus da Unesp de Araraquara. E a graduação simplesmente finge que nada acontece, joga tudo pra debaixo do tapete e continua tratando os seus alunos como robôs... E ainda me dá uma dessa agora",4
591,A minha ansiedade está a ver se me mata de vez,0
5950,"(...) Ansiedade é um estado constante de preocupação, pânico e viver no limite. É viver com medos irracionais. (...) É ter mãos suadas e coração acelerado. Mas por fora, ninguém percebe. Você aparenta estar calma e sorridente, mas por dentro é o contrário.",2
2819,"@vinisodre @pablodoceu Então, terapia é importante pq esse combo ""depressão/ansiedade"" é causado por conflitos internos, externalizar é muito bom, mas se não tratar essas questões internas a doença não vai embora. Cês tem q estar bem, não ""aliviados"". Entendem? Vamo se cuidar bbs, e eu ajudo no q der",1
13568,Mal consegui dormir de tanta ansiedade pro dia de hj e quando acordo é bomba   Estragaram o meu dia favorito  O meu mês favorito  Outubro vc veio pra forçar meu suicídio,4
4558,"acordei achando que o dia seria tranquilo, mas tenho que ir lá no serrinha e ainda por cima correr pra psicóloga depois. agora eu já tô morrendo de ansiedade.",1
3720,Tive apenas dois dias de aula e cá estou eu pensando em publicações no meu perfil profissional como psicólogo no ano q vem  Zero ansiedade pô,1
4057,isso provavelmente eh estresse ou ansiedade mas nao so psicóloga então só me resta achar chato pra porra,1
3935,marcando minha primeira consulta pra psicóloga e já tô morrendo de ansiedade pensando como vai ser,1
8277,"Cada vez tem mais idols com depressão ou ansiedade, primeiro foi a Mina, depois o Leo e agora o coups isso realmente não é nada bom #GetWellSoonSCOUPS",3
9357,"Gravei uma reportagem da Band sobre profissionais q sofrem doenças como ansiedade e depressão devido ao trabalho. Assisti e 80% fala sobre o custo com esses funcionários, ou melhor ""colaboradores"".",3
10274,"Ansiedade em excesso gera depressão, depressão em excesso gera suicídio. 😔",3
4867,@pottergeistt e de ansiedade kkkkkk mas vou ir na psiquiatra daqui a pouco,1
10762,"@MariLferreira @bicmuller Ele tem depressão e ansiedade, vc está um pouco equivocada em dizer q ele ta pagando de sensível",3
9105,"ansiedade já é uma coisa que me atormenta constantemente, pra completar a depressão me visitou também",3
10673,e tô com tanta raiva de mim dessa merda ter voltado eu só queria paz sabe já basta a ansiedade mas pra que que eu tenho que ter depressão crônica eu sei lá cursed mesmo foram pouco mais de 1 ano sem eu tava Ok sabe não Bem mas puts,3
6943,"Hoje tive uma crise de ansiedade. Faz tempo que meu peito não batia e doía tão forte...Eu fico tão perdido depois que passa um pouco, é tenso",2
8843,"nossa geração ta tendo um numero de casos de ansiedade e depressao que me assusta, serio. E acho que é porque intolerância e impaciência tão crescendo muito. Sei lá mano, isso me preocupa. Um simples bom dia ou um “conversa cmg” podem mudar tanto, ces nem imaginam",3
558,"@Matheus12209697 @_thiagofranklin Eu sei ... só estou falando pra descontrair , pq a ansiedade tá foda . Não é possível que demora mais de 3 horas pra redigir o contrato e envia",0
5927,"Professor explicando sobre o seminário ja to passando mal só de pensar, pqp quando eu vou parar de ser tímida e aprender apresentar algo com naturalidade sem quase morrer tendo crise de ansiedade",2
12004,"Tenho crise de ansiedade, depressão, problemas com autoestima e etc... tenho amigos que me apoiam e a minha Família também, ouço direto: esse viadinho não vai ser nada na vida, gay só sabe dar o 🆒, entre muitas coisas maldosas... eu já tentei sim suicídio de várias formas",4
1645,toda vez que eu pego o carro eu peço forças e que minha ansiedade não me atrapalhe dirigir,0
1406,"""Ansiedade?""  Tudo em excesso do futuro, a ansiedade mata mas o pior q não mata fisicamente e sim mentalmente.",0
5582,"minhas crises de ansiedade tão bem fudidas ultimamente, muito por causa das provas/testes que tem esse mês",2
3071,"minha psico falou de ir atrás de uma psiquiatra pra me arranjar uns remédios de ansiedade mas eu não queria voltar pra remédio assim, o de noite é natural etc etc",1
11941,"@thelostavocad0 passei o réveillon de preto 2 anos, entrei em depressão, desenvolvi ansiedade, passei os 2 piores anos da minha vida, esse ano peguei RF de educação física, briguei com a sala inteira, ano passado tentei suicidio duas vezes, olha............. n seu mt certo",4
4780,"@Ana_Leather Já fazia parte do meu tratamento pra ansiedade e depressão, mas tenho que admitir que o timing da receita foi ótimo!",1
2886,"@bonnieyas_ o Aron ta em hiatus há um tempinho, ele ta descansando e fazendo tratamento (creio eu) para ansiedade :/",1
3063,Terapia ok Faculdade ok Faxina ok  Brota ansiedade lá na casa do meu ex,1
10039,"a selena mesmo lidando, com uma doença autoimune, ansiedade, depressão e bipolaridade, nunca combateu o ódio que mandam pra ela com ódio, ela anda sempre gentil e sempre tentando sorrir para as pessoas, ela é uma mulher extremamente forte, e deveria ser reconhecida por isso",3
6730,Ter crise de ansiedade é um caralho,2
8802,"@fuchsia_news Deve ser coach de ansiedade esse bode, eu fico puta com isso pq só quem sofre de ansiedade, depressão e qualquer transtorno emocional sabe o que é, aí vem um tonto desses fazer esse joguinho de palavras idiotas e dizendo é isso que causa ansiedade, ah vá pra merda sabe",3
11522,@yamiyol k   k    k suicídio desespero ansiedade taquicardia tudo bom bom dia?????,4
9234,"vou resumir: vcs criticando o choro do Fiuk, mas ele tem TDAH e pessoas com tdah, não lidam com emoções como vcs neurotipicos. Ele tem crise ansiedade, depressão e ja sofreu bullying na escola.  ENTENDERAM??",3
7094,Queria ter a mesma falta de sono das minhas crises de ansiedade nos dias que preciso ir pra balada,2
4016,"minha ex psicologa prescreveu dois remedios de ansiedade, sla uns acalmantes d boa amem vou dormir o dia inteiro agr adeus",1
2348,"No, a maconh* ja me ajudou em várias situações... principalmente nas ansiedade.",0
8707,33 Já sofri de depressão e hoje em dia só ansiedade,3
6290,eu to tendo crise diarias de ansiedade,2
13180,Ansiedade vai me fazer cometer suicídio essa semana,4
7302,descobri hj na terapia que sábado tive uma crise de ansiedade,2
11978,"Eu tô muito triste com essa notícia do suicídio da Alline Araújo. Eu não a conhecia mas soube que ela tinha depressão e ansiedade. Eu tbm sofro dessas doenças e digo que só são vistas como doença quando alguém se mata, antes disso é só frescura e querer chamar atenção.",4
12868,"Seu filho teve depressão pq você falou q ele não servia pra nada.💔Sua sobrinha tem transtorno alimentar pq sua família ""brinca"" dizendo q ela está gorda.💔A afilhada cm ansiedade pq se não for bem na prova Apanha.💔E quando uma dessas pessoas se suicida vc quer saber o motivo!!",4
2266,No momento sou só agonia e ansiedade,0
7418,Crise existencial e ataque de ansiedade é ótimo pra trabalhar puta merda,2
6861,minha crise de ansiedade querendo atacar anen,2
1798,"olha se não é a dor de barriga causada por isso mesmo, a ansiedade",0
5165,"@PauloGamaMusic Moço, eu tava pesquisando aqui sobre essa sensação de bola na garganta e achei esse tweet seu. Eu estou em tratamento pra ansiedade e sua explicacao me aliviou. Eu tava achando q tava com algo crescendo na garganta, mas faz sentido ser da ansiedade, já q estou em tratamento",1
10968,"O passado causa depressão e o futuro ansiedade, viva o presente.",3
5510,"Uma semana sem dormir direito, crise de ansiedade quase todos os dias. Enfim, mais um dia normal na rotina da brasileira.",2
1820,"a maioria dos meus amigos nem imaginam que eu tenho ansiedade, ele só sabem o superficial de mim, não sei se isso é bom",0
13280,Depressão não tem idade.  Ataque de pânico não é falta de Deus.  Ansiedade não é brincadeira.  Baixa autoestima não é só relacionado a aparência.  Tentativa de suicídio não é para chamar atenção.,4
4151,"quem faz tratamento pra depressão/ansiedade sabe o quão assustador é estar bem, e começar a se sentir mal de novo",1
5248,e se eu fosse num psiquiatra eu talvez esteja em negação sobre algumas coisas e botando apenas na conta da ansiedade rs,1
7669,"parabéns pra mim, tendo crise de ansiedade em pleno carnaval",2
793,"Fico chocada como meu corpo reage rápido á minha ansiedade, foi só eu ficar sabendo que já me deu bronquite se foder viu",0
1505,"la vou pra terceira lista de compras da viagem, ansiedade sim ou claro ? kk",0
10350,medo de ir no médico pra resolver a ansiedade e sair diagnosticada com depressão,3
6465,depois de uma crise de ansiedade a dor de cabeça vem com força,2
2183,A ansiedade um dia ainda vai me matar.,0
6384,"Eu e o Henrique tava conversando hj sobre nossas crises de ansiedade dai eu falei ""apesar de tudo isso eu tô viva ainda"" ai ele meio q ficou brabo e falou ""é vai continuar viva, se loca parça se um dia tu morrer eu te mato, ta loca?""   O meu amor por esse guri tá fora do mapa❤",2
4443,"a ansiedade bateu, eu regredi no tratamento e não consigo parar de comer chocolate 🥰🎉",1
9816,"eu to realmente tendo uma crise de ansiedade e depressão no trampo, e to fazendo de tudo pra n surtar puta merda",3
6322,Decidi fazer uma thread sobre a saga do TCC pra eu mesma ler quando tiver tendo crise de ansiedade e ver que tem dias que as coisas dão certo e tem dias que não dão. E segue o baile,2
897,"Quando penso que não bem no momento de dormir, ansiedade a mil",0
7557,"Eu to em semana de provas sabe?! Eu não consigo mover meu corpo sem sentir dor e to há 9 dias sangrando, sem contar q o estresse, a crise de ansiedade e de pânico causadas pelas alterações hormonais estão me “matando” aos poucos 😩",2
