date,tweet,label
2021-03-12,nao tire a mascara!,
2021-03-12,"mano, o final do filme pqp, n acredito ",
2021-03-12,esse filme  ta me matandooooooooo nuuu,
2021-03-12,pelo menos a desgracada morreu,
2021-03-12,filme tinha tudo pra ser legal mais que final bosta,
2021-03-13,fazendo um exercicio antes do toque de recolher,0
2021-03-13,"na boa, eu acho um absurdo o programa proibir os participantes de continuarem medicacao pra  durante o programa mas deixa os fumantes manterem o vicio e ate dao cigarro pra eles.    ",1
2021-03-13,"o sol esta a 150 milhoes de km  da terra. mas sinto o calor dele na minha pele.  entao tambem posso sentir o calor de voces.  distantes, porem unidos.         ",0
2021-03-13," e o centro de valorizacao da vida amor, vc liga pra la quanro ra muito mal e eles te atendem e tentam te ajudar, so tem q aguardar numa filinha",1
2021-03-13," e aquele filme que te prende durante o tempo todo, mas tem um final meio decepcionante. a exploracao de idosos da forma que e tratada e triste, mas a justica acontece.",0
2021-03-13,marla grayson se fudeu no final kkkkkkkk adorei.,0
2021-03-13,"hoje vimos ""eu me importo"" da netflix. gostei bastante. vi algumas pessoas reclamando que perderam 2h da vida. achei bem bom.  ",0
2021-03-13,voces sabem que ser profissional da saude e ta chovendo canivete e a gente ser o guarda chuva   covid-19 l,0
2021-03-13,nao aguento mais ler e ouvir noticias de pessoas mortas e doentes.  nem as redes sociais estao salvando.,1
2021-03-13,"nossa ainda bem que voce me avisou que minha familia me ama e por isso eu nao devo sentir vontade de morrer, agora que eu tenho essa informacao minha vontade de viver subiu para 100%    ",1
2021-03-13,"""a depressao consiste na expectativa frustrada de nao ser o que e, ja a felicidade se revela na aceitacao de ser quem e""   ",1
2021-03-13,comecar o dia com gente assistindo video sobre outras possiveis pandemias mortais,0
2021-03-13," me decepcionou demais com  !! de 01:27:00 ate a ultima cena o filme e totalmente incoerente.... sem contar que a marla pode ate ser a personagem principal, mas o ranco.... sinto muita pena da rosamund pike ter gastando seu talento com isso!",0
2021-03-13,"gente  e bom demais.   o filme vai tendo mil reviravoltas ate o final, tem acao, inteligencia e ainda e engracado.   tudo",0
2021-03-13,camila pitanga perfeita na serie .,0
2021-03-13,"nossa o selton mello e gato ne?  na verdade e o meu numero, nunca tinha reparado nisso antes!  ",0
2021-03-13,todo sabado de manha tenho terapia. e o momento que me dou junto a um profissional para cuidar do que me afligiu durante a semana.,1
2021-03-13,aquele filme  na  vale a pena ein mto bom,0
2021-03-13,filme com a menor nota que ja vi na vida,0
2021-03-13,esses dentes de rosamund pike foi so pdo filme ou ela ta usando na vida real? ta feio demais,0
2021-03-13,o tedio do sabado !,0
2021-03-14,"voce tem o suficiente  voce e suficiente  a ansia de ter e ser mais, nos insere na dinamica de que nao ha vida, apenas existimos, enquanto nao se tem ou e o que se estima.   o caminho e mais importante que a chegada!   ",
2021-03-14," centro de valorizacao da vida amg, eles atendem 24 horas todos os dias 7 dias por semana para &gt;&gt;todo&lt;&lt; o brasil.  voce pode escolher se a consulta e em anonimato e pode escolher entre mensagem de texto e ligacao.",
2021-03-14,assistam   na  me agradecam depois,
2021-03-14,com 25 minutos eu ja to com odiooooo desse filme  se o final for ruim eu vou ficar puto,
2021-03-14,"pobre brasil : com odio ao pt elegemos esse mostros que nos governam. com odio ao virus chines e as medidas restritivas estamos matando mais de 2000 cidadaos brasileiros por dia! sera que o brasil precisa mesmo de todo esse odio e revolta??? mais amor, por favor! ",
2021-03-14,"adoro filmes que me facam torcer para os ""viloes""  ",
2021-03-14,"i care a lot, na netflix. que filme fodastico. quem tambem ja assistiu? super recomendo     ",
2021-03-14,"o filme termina com a marla falando ""obrigada, foi divertido""   eu to muito puta, muito puta  ",
2021-03-14,quero dizer a todos voces que assistam  na netflix! voces irao me agradecer depois.,
2021-03-14,acabei de assistir  no . super recomendo,
2021-03-14,thread informativa - recomendacoes: * o episodio possui mencoes a depressao em fortes estagios. * - busquem ajuda: centro de valorizacao da vida disponivel 24 horas por telefone liguem 188. segue a leitura do fio.,
2021-03-15,os 8 comprimidos receitados ainda nao surgiram efeito apos 2 horas. entao vamos de mais 3 comprimidos de rivotril para ver o que da.  se consigo apagar essa dor que me assola e tenta consumir e tirar minha vida.,
2021-03-15,muitos psicologos tambem costumam classificar o luto em etapas. 1negacao 2raiva 3negociacao 4depressao 5aceitacao,
2021-03-15,188: centro de valorizacao da vida,
2021-03-15,duas crises de ansiedade no mesmo dia?! essas coisas so acontecem comigo,
2021-03-15,lidar com crises de ansiedade nao e nada facil ainda mais para ele que esta confinado com saudades da familia  so quem ja passou sabe  entao nao venha criticar e dizer que ansiedade e frescura se voce nuca teve uma crise forcas caio   vamos subir a,
2021-03-15,ansiedade  o que fazer !!?,
2021-03-15,tulipa. minha linda que alegra meu dia . que tira meu sorriso. que me tras lembrancas.,
2021-03-15,"to procurando bons perfis de psicologos (homens) no insta, me ajuda ai se vc leu.  ",
2021-03-15,"ficou milionaria e no final morreu , cavou sua propria cova  ",
2021-03-15,que esse negocio de  esta acabando com  das pessoas.,
2021-03-15,"momento desabafo: no inicio da pandemia, eu falava que estavamos no mesmo barco, hoje compreendo que estamos na mesma tempestade, mas uns estao em iates, outros em canoa, uns em bote salva-vidas e outros com apenas um remo.   ",
2021-03-15,quando voce para de se preocupar se e 'boa' o suficiente para as pessoas e comeca a se perguntar se essas pessoas sao boas o suficiente pra estarem na sua vida. tudo flui..,
2021-03-15,psicologo e aquele que segura a mao do outro com o ouvido. - kenny teschiedel,
2021-03-15,nao perca seu tempo decidindo entre acucar e adocantes se voce ainda nao conseguiu decidir se realmente cuida da sua vida ou se vai ficar chorando por nao ter a vida de quem voce segue nas suas redes sociais.,
2021-03-15,"""e no meio de um inverno eu finalmente aprendi que havia dentro de mim um verao invencivel.""         em aonde a paz prevalece  https://t.co/r9jm2q0x7q",
2021-03-15,ai chega setembro:,
2021-03-15,"   o lockdown da pessoa de nivel superior, do concursado, e diferente do lockdown do ambulante.",
2021-03-15,"se a segunda-feira, fosse um sentimento seu, qual voce seria???    ",
2021-03-16,"pelo menos para isso essa fase roxa vai prestar , o cruzeiro parar de jogar , ja ajuda na minha saude emocional !      ",
2021-03-16,188 (cvv - centro de valorizacao da vida)  esse numero deveria ser divulgado nos 365 dias do ano e nao apenas em setembro,
2021-03-16,"vespera de cirurgia, eu to como, ansiosa pra kct. trabalho ate 17h, correr pra clinica cirurgia, ir pra casa me recuperar, pois na segunda feira volto ao trabalho.   ",
2021-03-16,ligue 188 cvv centro de valorizacao da vida,
2021-03-16,quero ver voces no,
2021-03-16,hoje a terapia foi tao intensa que sinto que preciso de terapia pra lidar com a terapia!,
2021-03-16,me desejo no momento e o feriado na sexta. quero simplesmente desligar o celular as 18h da quinta e so ligar as 8h da segunda...,
2021-03-16,pensando em nao assistir a aula hoje e focar na terapia,
2021-03-16,"nao e momento de abracar, mas nunca foi tao necessario acolher.      ",
2021-03-16,como esta a sua saude mental?,
2021-03-16,"mainha ta fazendo terapia ha meses e eu ja observei que ela ta menos estressada. comentei e ela falou: me sinto menos estressada mesmo, minha psicologa tb notou. quando a mudanca e real.  e vida ",
2021-03-16,a novela amor de mae retratando suicidio de profissionais da saude. tema tao importante e recorrente no nosso cotidiano. e silencioso e e silenciado diariamente..  se cuidem! busquem ajuda!,
2021-03-16,"que dia maravilhoso! estou, cada dia mais, apaixonado pela minha nova atividade laboral!   ",
2021-03-16,"ja reservou nessa semana um tempinho para cuidar de voce? se ainda nao, tem horarios vagos hoje as 16h e 17h para sessoes de terapia  agende tua sessao pela dm   ",
2021-03-16,ainda bem que eu voltei a assistir  agora desde a primeira temporada ainda com o psicologico do ze carlos machado. aquecimento pra estreia da 5 temporada retomando com o selton mello,
2021-03-17," vai dar pitaco em um relacionamento que vc nao esta e nem acompanha.... que lindoooo, isabela! parabens por incentivar o cancelamento de duas pessoas que nem podem se defender! vamos acompanhar a hipocrisia daqui uns meses qdo ocorrer o  ",
2021-03-17,dei play em  e a primeira cena ja me parece uma continuacao de garota exemplar..,
2021-03-17,"tudo o que voce ouve e ler diariamente, fica internalizado no seu subconsciente, ocasionando reflexos psicossomaticos nas areas do corpo (dor de cabeca, palpitacoes, tremores e etc...) e importante obter informacoes, porem evita-las em excesso. ",
2021-03-17,"horario de almoco eu sempre vejo um filme, to assistindo eu me importo da netflix. gente que ranco da rosemund pike.  ",
2021-03-17,"para eles, lacos familiares nao significam nada !  ",
2021-03-17," se voce pesquisar centro de valorizacao da vida e ver o site, tem chats com psicologos",
2021-03-17,confesso que estou me obrigando a ficar um pouco alienado das noticias ultimamente. so pra manter a sanidade mental msm...,
2021-03-17,"ansiedade e aquela parada que te faz pensar ""sei que me quer"" e ""tenho certeza de que ta mentindo"" ao mesmo tempo. pra todes(as)(os). em qualquer situacao. e piora na pandemia.   ",
2021-03-17,obg fiuk por essa festa horrorosa que me deixou aliviada de nao poder mais sair de casa pra correr esse tipo de risco. se transmitissem festa ruim na tv todos os dias o brasileiro enfrentaria muito melhor essa fase.,
2021-03-17,"""aprenda a calar a boca dos outros, sem ter que abrir a sua.""   ",
2021-03-17,admiro quem nao fica bebado na pandemia... de longe... mas admiro.,
2021-03-17,"""vete al medico"" faltoulle engadir de pago. porque os recursos adicados a saude mental na publica son insuficientes. pode pasar tranquilamente medio ano ata que consegues a primeira consulta coa especialista ",
2021-03-17,"praticando o desapego, para o bem da minha saude mental, estou estudando seriamente a teoria do deixar ir!   o que no passado me fazia sorrir, hoje me faz chorar!    ",
2021-03-17,"mesmo em casa, use filtro solar, pq a luz do computador, do celular, faz o mesmo efeito do sol na nossa pele. ",
2021-03-17,"nao vai adiantar colocar mais leitos se nao tem profissionais suficientes para trabalhar. os profissionais da linha de frente ja estao esgotados... esse cansaco fisico e mental pode levar a ""falhas"" e falhas dentro de um hospital leva a mais mortes.   ",
2021-03-17,somos essenciais!,
2021-03-17,cansado demais... minha saude mental ta indo de mal a pior!,
2021-03-17,"em um momento tao dificil de ataques e retrocessos as politicas de saude mental no pais e as conquistas historicas da reforma psiquiatrica, uma vitoria da luta coletiva!       ",
2021-03-17,e tan necesario concienciar da importancia da saude mental como acabar co estigma que leva asociado.,
2021-03-18,"voce ja se sentiu mal? parece a alice perdida no pais das maravilhas? por fora menina linda e inocente, mas por  dentro, ta so o chapeleiro louco?     ",
2021-03-18,"fechar os olhos, banho, comer, descansar, cortar as unhas, tomar um cafe e autocuidado! todo cuidado que voce tem com voce mesma e autocuidado. nao estamos em tempo de ""gourmetizar"" isso nao. ",
2021-03-18,"assistam ""eu me importo"" filme muito bom.    ",
2021-03-18,muitos dos indicados ao globo de ouro e ao oscar deste ano estao disponiveis na netflix. eis as minhas humildes dicas!,
2021-03-18,ola!!!  chegando aqui para compartilhar um pouquinho sobre minha rotina e tambem dicas e reflexoes de saude emocional  o que gostariam de saber?,
2021-03-18,"""pq posto coisa e nao recebo curtida?"","" pq tenho tao poucos seguidores?"", "" pq fulana de tal tem bem mais?"" eu hein, sentimento de inveja e tao baixo astral.  ",
2021-03-18,"nao, eu nao to bem. nao normalizo a ideia de sermos produtivos, atentos e proativos no trabalho e nos estudos em meio ao caos! vos nao sois maquinas, humanos (demasiadamente humanos) e que sois.     ",
2021-03-18,quando o consumo do alcool deixa de ser para a socializacao e descontracao e torna-se um problema? ouca o podcast do jornal da  e descubra a resposta para essa e outras perguntas.    #,
2021-03-18,"falando serio ai galera, voces tiveram surtos ou neuras (psicologicamente falando) por causa do isolamento?          ",
2021-03-18,exausta...,
2021-03-18,"marla grayson, tanto sacrificio para ir direto para o inferno ",
2021-03-18,sera que o que voce tem vivido tem trazido sentido para voce?  precisando peca ajuda!,
2021-03-18,queira alguem que te ajude a organizar o que esta baguncado e nao alguem que faca uma bagunca maior,
2021-03-18,"""o que outras pessoas pensam  de mim nao e da minha conta.""     bom dia!",
2021-03-18,"  centro de valorizacao da vida. se tiver algo errado, disque 188.",
2021-03-18,"ei, colega psi!  voce aumentou seu autocuidado na medida que aumentaram suas demandas de trabalho?   ",
2021-03-18,"por aqui, o site  tambem fez uma campanha para arrecadar fundos para a cvv (centro de valorizacao da vida)...  (imagino que voces ja devem saber que zack snyder precisou sair do projeto na epoca apos sua filha cometer suicidio)",
2021-03-18," vai sim! amiga, liga no 188, cvv (centro de valorizacao da vida), por favor. por mim. converse com eles. eles vao te ajudar. por favor ",
2021-03-18,"so porque voce escolheu conservar sua energia e nao brigar com alguem, nao significa que esta admitindo seu erro. voce apenas esta decidindo que nao vale a pena gastar sua energia.       ",
2021-03-18,"os dias nao tem sido faceis para ninguem. estamos enfrentando a mesma tempestade, mas nao estamos todos no mesmo barco. estamos exaustos de tudo isso. seja mais gentil contigo e com o proximo! se cuidem!     ",
2021-03-18,e urgente pensarmos e aplicarmos politicas publicas que viabilizem condicoes para a promocao da saude mental no nosso pais.  e ai? como tem sido sua relacao com saude mental nesse ano pandemico?,
2021-03-18,"e entao a perdemos por ser so razao: dados, numeros, concretude, controle ou seus extremos: irracionalidade, romper com a realidade e viver ilusoes. nem para um ou para outro.  nessas horas a qualidade de vida e a  perde o equilibrio.",
2021-03-18,"""nesses tempos tao dificeis, nao se trata de forcar a felicidade. trata-se de nao deixar a tristeza vencer..."" bom dia    ",
2021-03-18,que a sua saude mental seja sempre a tua prioridade!,
2021-03-18," centro de valorizacao da vida disponivel 24 horas por telefone e no seguinte horario por chat: dom - 17h a 01h, seg a qui - 09h a 01h, sex - 15h as 23h, sab - 16h a 01h. saiba mais  telefone: 188",
2021-03-19,a vida muda completamente,
2021-03-19,"mulher, se coloque em 1deg lugar sempre!     ",
2021-03-19,"chorar aumenta a imunidade, por que coloca pra fora o que faz mal e de fortalece contra recaidas.             ",
2021-03-19,"um banho relaxante, cuidados com a pele de roupao ou um filme na cama?   cada pessoa tem seu jeito unico de curtir a noite de sexta. qual e o seu?       ",
2021-03-19,voce devia tentar,
2021-03-19,"""quando voce estiver pensando na vida, lembre-se disso: nenhuma culpa vai alterar o seu passado e nenhuma ansiedade mudara o seu futuro"" ....      ",
2021-03-19,"quando o narcisista se cala, das duas uma: ou ele esta na fase de descarte,  nao tem mais nada o que tirar de voce e ja arranjou uma vitima melhor, ou esta aguardando sua reacao, bolando uma estrategia de vitimismo.    ",
2021-03-19,"sextou minhas limonadas com 51, hoje e dia de pedir uma cervejinha e dois paes na chapa, vrauuuu. aqueles que acordaram bem tamo junto, aos que nao ainda da tempo. a saude emocional ta em crise? ta, mas vc ja chegou ate aqui, aguenta um pouco mais.    ",
2021-03-19,se afastar de algumas pessoas e necessarios para minha saude mental.,
2021-03-19,sexta-feira + feriado=? qual a sua opcao de hoje?  a)  b)  c)  d) todas as opcoes acima porque equilibrio e tudo.,
2021-03-19,"o modelo de vida proposto e quase imposto nas redes sociais,  pode causar problemas a sua saude mental. cuide-se    ",
2021-03-19,"casa arrumada, roupa limpa, janta pronta, breja gelando, tira gosto de fora e so assar:  eee...  em casa com  e  em dia!",
2021-03-19,"ser empatico nao e se anular perante o outro. ser empatico envolve compreender que no outro existe as mesma condicoes humanas que existe em voce. nao existe uma balanca para medir o sofrimento, tudo que voce sente e legitimo e digno de respeito!   ",
2021-03-19," nao faz isso. o centro de valorizacao da vida realiza apoio emocional e prevencao do suicidio, atendendo voluntaria e gratuitamente todas as pessoas que querem e precisam conversar, sob total sigilo por telefone, email e chat 24 horas todos os dias. ligue 188",
2021-03-19," e se a coisa apertar, liga no centro de valorizacao da vida (188). fe que tudo vai melhorar ",
2021-03-19,gente o 188 funciona mesmo?? ( centro de valorizacao da vida),
2021-03-19," misericordia! o cvv - centro de valorizacao da vida realiza apoio emocional e prevencao do suicidio, atendendo voluntaria e gratuitamente todas as pessoas que querem e precisam conversar, sob total sigilo por telefone, email e chat 24 horas todos os dias. ligue 188",
2021-03-19," ha muitos caminhos.  falar e um deles, talvez,  o principal.   um deles que pode contribuir, somar , ajudar,  e o trabalho oferecido pelo cvv -centro de valorizacao da vida -  .  tel 188 ( sigiloso, gratuito, nao religioso, nao governamental)  informe-se !",
2021-03-19,ligue 188  centro de valorizacao da vida,
2021-03-19,ja coloquei o link do blm brasil/mundo e agora vi a necessidade de colocar o do cvv (centro de valorizacao da vida),
2021-03-19,"entre desgoverno e desemprego, a gente nao desanima, segue se desconstruindo para quando as oportunidades voltarem, estarmos prontos pra ir com tudo!   ",
2021-03-19,obrigada a todos que sairam pra festas e aglomeracoes em beneficio da sua saude mental. estou tendo crises de ansiedade diarias pensando nos meus familiares trabalhando com voces e pegando covid + risco de ficar sem vagas no hospital e morrer.,
2021-03-20,"estamos vivendo dias onde muitos estao afetados emocionalmente. respire fundo e tente ser mais gentil, empatico e compreensivo, mesmo tendo todos os motivos do mundo para explodir com alguem. de um atencao, amor, ofereca uma escuta ativa. voce pode transformar vidas. ",
2021-03-20,vamos conversar!!! . . como esta a sua saude mental nessa pandemia???,
2021-03-20,saudades delah,
2021-03-20,"nao sou o centro de valorizacao da vida, pra te ajudar a achar teu amor proprio  fica c deus",
2021-03-20,"enquanto voces me veem sorrindo, a minha vida esta desmoronando cada dia mais... ",
2021-03-20,ai se vcs soubessem as diversas facetas dessa doenca...,
2021-03-20,a pessoa que acaba com sua saude mental nao pode ser o amor da sua vida.,
2021-03-20,"assistimos  e achei o final merecidissimo. mas estou aterrorizada com o processo de curatela nos eua, e de coracao partido com as fotos dos velhinhos ",
2021-03-20,"no instagram tem perfis de psicologos que em funcao da pandemia estao fazendo grupo de acolhimento com a terapia comunitaria pelo zoom gratuitamente, se vcs precisarem conversar podem ligar pro cvv (centro de valorizacao da vida)+",
2021-03-20,"maratonar  nao e uma tarefa facil, mas e uma delicia! sao 115 episodios so as 3 primeiras temporadas e mais 35 na 4deg temporada(que eu ja vi). e depois de , agora teremos rodrigo santoro na 5deg temporada  ",
2021-03-20,virei o louco de mandar todo mundo q eu gosto fazer terapia pq terapia e bom demais e necessaria.,
2021-03-20,toda gratidao eu tenho pelos meus medicos que me acompanham  eu me sinto cuidada e aprendi muito sobre mim mesma nos ultimos 6 meses,
2021-03-20,que isso mano,
2021-03-20,sinta-se abracada!!  vc nao esta so!,
2021-03-20,alo eh do centro de valorizacao da vida? nenhuma mulher quer me dar a buceta vou mim matar,
2021-03-21,"quem nao se sentir confortavel em conversar com alguem aqui do tt, existe a opcao de ligar no 188 (cvv- centro de valorizacao da vida) eles funcionam 24 horas todos os dias. e tambem tem o site deles com a opcao de chat para quem preferir. tudo no sigilo!!!",
2021-03-21,lembrete                  pare de se cobra tanto!,
2021-03-21,. assistam na   :),
2021-03-21,"morra filha da puta, morra! ",
2021-03-21,"voce se revolta porque so tem ator e atriz pica e o roteiro e bom, so que a obra terminou de ser escrita pelo estagiario...e ele cagou! ",
2021-03-21,assistam o filme  da netflix. filmao!,
2021-03-21,voce ainda pode parcelar em ate 2x sem juros!!,
2021-03-21,e parem de esperar o setembro amarelo chegar pra dizer que  pelo amor de deus,
2021-03-21,"ngm aqui eh feminista e voluntario do centro de valorizacao da vida nao viu  pelo contrario, aqui so tem misoginia e gente mandando o outro se m",
2021-03-21,"tem horas que este mundo de 2020's nao esta nada facil de aguentar. mesmo com toda a sorte e boas condicoes que eu tenho, bate uma tristeza terrivel. fico imaginando quem nao as tem, o quao mais desesperador nao e. ",
2021-03-21,"esse negocio de agradar a todos ja deu. nao tem como agradar todo mundo,alguem vai sair mal de qualquer jeito.   ",
2021-03-21,"o que voce faz quando precisa ""voltar ao proprio eixo""?  a quem ou ao que voce recorre para retomar o equilibrio?   ",
2021-03-21,"legal tudo isso, mas em setembro voce tao assim:    ",
2021-03-21,nao perca a cabeca por causa de um pequeno momento.,
2021-03-21,"acabei de assistir  e posso dizer que ultimamente, apenas  consegue a proeza de ser pior. me ajuda ai netflix!!!",
2021-03-21,"n abro mao dos meus amigos por causa de boy, pq h e m e o mais tem no mundo, e amigos sao raros. entao cada um com seus amigos, n quero mudar e n qro q ngm mude por mim.  n qro abrir mao de mim, pra me encaixar no mundinho de ngm .     ",
2021-03-21,que tanto de mimimi ! nao pode ficar dois dias sem olhar as  que ja perdeu um monte de picuinha sem fundamento. comecando realmente a achar q devo fazer igual  dar uns perdidos pra manter a,
2021-03-22,eu fico super triste em saber que mais uma pessoa tirou sua propria vida por conta dessa maldita depressao,
2021-03-22,assistindo  e eu so consigo lembrar do filme  da,
2021-03-22,creio q nao sou a unica q levanta pra assistir jornal,
2021-03-22," centro de valorizacao da vida, eles falam pra quem estiver com pensamento suicida ligar mas deixam as pessoas na espera eternamente ent meio q n adianta nada",
2021-03-22,"se voce estiver passando por algum momento dificil, e tem vontade de conversar com alguem, saiba que voce nao esta sozinhe! ligue 188 (centro de valorizacao da vida)  sua vida importa e muito, voce nunca esta sozinhe, pode contar com a gente ",
2021-03-22,acho que faltou ele falar mais da familia dele tbm enfim estes foram os meus comentarios. eu esperava mais dela mas chorei de qualquer forma e tem umas cenas bem tristes.  importante: o centro de valorizacao da vida (cvv) ta disponivel 24h e o numero e 188. voce e importante!,
2021-03-22,acabei de me inscrever para ser voluntario no cvv - centro de valorizacao da vida!   temos que ajudar a quem precisa e assim acabar nos ajudando.,
2021-03-22,"tenho duas provas pra fazer , uma de   nn estudei ne um pouquinho ",
2021-03-22,"e os que foram vistos dancando, foram julgados insanos pelos que nao conseguiam ouvir a musica.      ",
2021-03-22,"estetica e autoestima, autoestima e bem-estar, bem-estar e saude!      ",
2021-03-22,"nao que voce seja feio, mas...  o centro de valorizacao da vida colocou a sua foto numa campanha anti-suicidio e a midari parou de querer se matar",
2021-03-22,"gente, prevencao em termos de suicidio nao pode ser so em setembro nao, isso tem que ser debatido a todo instante.  tem muita gente que aparenta estar bem, e de repente parte.  numero do cvv = 188 centro de valorizacao da vida",
2021-03-22,mais um dia nao sucumbindo a vontade de morrer,
2021-03-22,to doida p fazer 18 logo e poder me inscrever como voluntaria p centro de valorizacao da vida,
2021-03-22,eu so queria nao ter essas crises de ansiedade!,
2021-03-22,"depois de hoje, estou preocupada com a saude mental da  . o lance do efeito manada ta acontecendo de novo e receio de que ela nao suporte essa covardia toda.      ",
2021-03-22,"eu to com essa sindrome de guardar tudo pra mim e explodir, depois fingir q n aconteceu nada e recomeco o ciclo  ",
2021-03-22,vc manda aqu3lq do cachorro eu tenho q ligar no centro de valorizacao da vida toda vez,
2021-03-23,"uma das sinas do estudante de psicologia:    perder parte da saude mental durante a graduacao para no final cuidar da saude mental dos outros.  no geral, precisamos falar + sobre o ""adormecimento mental durante o periodo da graduacao"".    ",
2021-03-23,"sempre sao do tipo que infernizam a vida de quem nao se encaixa no padrao ""popular"" deles que se resume a usar crocs e iphone e ser arrogante e falso e sempre falar mal ate um dos outros entre si, pra no final decidir estudar psicologia na udc pois  ",
2021-03-23,"sabe, eu sinceramente sinto total orgulho dos profissionais de psicologia, voces lidam com varios problemas alheios e nao surtam... voces todos tem meu respeito por completo, eu escuto um pouquinho dos problemas de amigos e logo estou surtando e saturado  ",
2021-03-23,"faca a escolha certa de quem voce ira dividir energias. alguns somam, outros sugam.   ",
2021-03-23,"hoje eu vi o geno e a cida na tv, mais alguem reconheceu?  ",
2021-03-23,sabe no que tu tens que ser bom? seja bom em ser tu mesmo. comece por ai!,
2021-03-23,"e preciso descrever suas principais caracteristicas e chamar a atencao das pessoas para as consequencias desastrosas para a vida em sociedade, caso portadores deste transtorno ocupem cargos de poder, seja em empresas, seja em governos.     #sociopatia",
2021-03-23,"saude mental, trampo bom, amor proprio e  paixao reciproca.  e isso!          ",
2021-03-23,"descobri que terapia on-line nao e o que me cansa. o que cansa mesmo e o home office. mas, vou fazer a minha parte e atender o maximo que puder de casa. psi tambem tem de trabalhar a flexibilidade.      ",
2021-03-23,"teu corpo e lar, cada pelezinha que te cobre guarda tuas historias com macieza e empatia. voce e um lugar bom, se retribua.     ",
2021-03-23,"guardo ate hoje essa frase da minha terapeuta: ""as vezes precisamos sair da ilha para voltar para a ilha"" ou seja, sempre que necessario precisamos se distanciar de tudo um pouco para voltarmos melhores  onde voce precisa se recolher e voltar mais forte na vida?   ",
2021-03-23,"alguem me indica um bom psiquiatra pelo amor de deus no rj ,obs, nao tenho muita grana     ",
2021-03-23,mergulhada em bts pra esquecer o fato de que eu moro num pais em que mais de tres mil pessoas morrem em um dia no qual o presidente e o bolsonaro e alem disso tudo nao ha perspectiva nenhuma de melhora da situacao atual,
2021-03-23,um abraco e muita forca.  segue o numero do cvv = 188 centro de valorizacao da vida,
2021-03-23,esse caso da  me lembra muito do filme  !,
2021-03-23,"fim da therad  lembrem-se que a minha dm e aberta, sintam se a vontade de conversar comigo, voce nao esta sozinho, sempre tem outro jeito, por favor nao desista!  numero do centro de valorizacao da vida: 188",
2021-03-23,cvv (centro de valorizacao da vida) disponivel 24h por dia. contato: 188.,
2021-03-23,imagina poder fazer um rolezinho sem que tenha um ze fudido gravando tudo pra zoar. e vim em setembro e postar ''nao a bullying '',
2021-03-23," amiga, nao zoa que pode ser doenca  ",
2021-03-23,o melhor de tudo era que eu nunca tinha falado nem com metade da turma e as pessoas achavam q sabia mais da minha vida do q eu.. eh a turma do  que so aparece p lacrar.. haja saude mental pros influencers de pelotas,
2021-03-23,"quem tem depressao/ansiedade sabe...os monstrinhos da mente ficam doidos pra sair a qualquer momento, so precisa de uma faisca.  e conviver com quem nao se trata adequadamente (psicoterapia), so atrasa o processo.   forcas pra nos.      ",
2021-03-23,porra de ser amigo de ex pau no cu de ex que quer ser amigo,
2021-03-23,juliette falando que nao queria acordar.,
2021-03-23,como esta a sua saude mental com o avanco da pandemia ?!,
2021-03-23," nao acho caro, uma vez que prefiro pagar uma terapia e amenizar os efeitos da ansiedade, do que pagar por remedios que muitas vezes vao prejudicar outro ponto e nao vai fazer tao bem quanto 1 hora com psicologo!   ",
2021-03-23,"o lado bom de estudar psicologia e que as vezes voce consegue identificar traumas recalcados, gatilhos... o lado ruim e que as vezes se vc for se abrir com alguem vc corre o risco de  ouvir q ""se vc sabe  pq nao se ajeita ?"" ou ""ja ta procurando coisa em ti"". ",
2021-03-24,"comecei a ver   e meu , a ideia e bizzaramente real",
2021-03-24,respeitar a demanda de fala do coleguinha - te faz uma pessoa incrivel!,
2021-03-24,sei nem oque falar pra pessoa do centro de valorizacao da vida,
2021-03-24," centro de valorizacao da vida  disponivel 24 horas por telefone e no seguinte horario por chat: dom - 17h a 01h, seg a qui - 09h a 01h, sex - 15h as 23h, sab - 16h a 01h.   saiba mais, ligue :  188",
2021-03-24,"se voce tiver pensamentos suicidas ligue pro centro de valorizacao da vida (188), nao pedir conselho pra amigos ou jogadores aleatorios de rp, a gente nao e profissional (alem dos que sao), procure ajuda profissional. e se alguem chamar voces (jogadores do rp) pra desabafar+",
2021-03-24,deus ta vendo voces querendo forcar uma pessoa que venceu um cancer recentemente passar por desgaste emocional gratuito em nome do entretenimento viu ?,
2021-03-24,"nao precisamos nos aborrecer por aqui!  se incomodar, evite! se te chatear, ignore! se te faz mal, saia de perto! se te irritar, exclua!  somos os senhores das nossas vidas e das nossas redes sociais. mantenha sua  em dia.  seu corpo e alma agradecem. ",
2021-03-24,"  parei de ver bbb por hora, muito toxico, torcendo por juliette campea, camila e joao. torco pelo gil, longe da outra la...ficar em quarto lugar. so assisto no discurso do thiago pra juliette na final.     ",
2021-03-24,amigo.. se estiver passando por algo dificil algum momento mais complicado etc... vc pode conversar comigo ou se quiser um atendimento mais profissional ligue 188 ok numero do cvv centro de valorizacao da vida,
2021-03-24,brasil de luto com tantas mortes. isso exige atencao tambem a nossa saude mental. cuidemos de nos e do outro. pedir ajuda nao e fraqueza. e  inteligencia.,
2021-03-24,"auto cuidado vai muito alem de cabelo hidratado, uma pele hidratada, rotina de skincare em dia. e dar a voce, a mesma atencao que voce da aos outros. vai muito alem da estetica.     ",
